"ItemNumber","Supplier","SupplierName","Month","MrpPlannedQty","SupplierSchedQty","Delta","CoverageRatio","Status","InsightCategory","Priority","Recommendation","PotentialImpact","SafetyStock","StandardPack","TransportDays","Planner"
"108363-P2_N","393400","Coats Turkiye Iplik Sanayii ","2025-12","0","100000","-100000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100000 but MRP is unaware. Risk of surprise shortage.","100000","1","0.0000000000","adordem"
"108363-Y5_D","300179","Amann und Soehne GmbH und Co","2026-04","0","11","-11","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 11 but MRP is unaware. Risk of surprise shortage.","19586","24000","7.0000000000","adikics"
"108871-N_N","407418","REFIMA s. r. o.","2026-03","0","10000","-10000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 10000 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","adordem"
"109348-20_RS","393400","Coats Turkiye Iplik Sanayii ","2026-01","0","30000","-30000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 30000 but MRP is unaware. Risk of surprise shortage.","30000","1","0.0000000000","anikodd"
"109348-L4_RS","393400","","2026-01","0","30000","-30000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 30000 but MRP is unaware. Risk of surprise shortage.","","","",""
"109348-VC_RS","393400","Coats Turkiye Iplik Sanayii ","2025-12","70000","0","70000",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100000","1","0.0000000000","anikodd"
"109348-ZA_RS","393400","Coats Turkiye Iplik Sanayii ","2025-12","10193","0","10193",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","10000","1","0.0000000000","anikodd"
"109348-ZA_RS","393400","Coats Turkiye Iplik Sanayii ","2026-01","0","30000","-30000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 30000 but MRP is unaware. Risk of surprise shortage.","10000","1","0.0000000000","anikodd"
"112283-N_L","320907","","2025-12","0","5000","-5000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 5000 but MRP is unaware. Risk of surprise shortage.","","","",""
"112283-N_L","320907","","2026-02","0","5000","-5000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 5000 but MRP is unaware. Risk of surprise shortage.","","","",""
"112283-N_L","320907","","2026-03","0","10000","-10000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 10000 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147174-N_V","320907","","2025-12","0","9000","-9000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 9000 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147174-N_V","320907","","2026-01","0","13500","-13500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 13500 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147174-N_V","320907","","2026-02","0","18000","-18000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 18000 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147174-N_V","320907","","2026-03","0","18000","-18000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 18000 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147174-N_V","320907","","2026-04","0","13500","-13500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 13500 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147174-N_V","320907","","2026-05","0","9000","-9000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 9000 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147174-N_V","320907","","2026-06","0","9000","-9000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 9000 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147174-N_V","320907","","2026-07","0","4500","-4500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 4500 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147174-N_V","320907","","2026-08","0","9000","-9000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 9000 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147174-N_V","320907","","2026-09","0","9000","-9000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 9000 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147174-N_V","320907","","2026-10","0","4500","-4500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 4500 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147174-N_V","320907","","2026-11","0","4500","-4500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 4500 but MRP is unaware. Risk of surprise shortage.","","","",""
"1147183-N_RH","403626","","2025-10","0","100","-100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100 but MRP is unaware. Risk of surprise shortage.","","","",""
"1208027-N_O","369391","","2025-10","0","300000","-300000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 300000 but MRP is unaware. Risk of surprise shortage.","","","",""
"1228002-N_N","331567","OKE Plastic SK, s.r.o.","2025-12","0","12000","-12000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 12000 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","adordem"
"1246931","411665","VRC d.o.o.","2026-03","5200","0","5200",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","10000","2600","7.0000000000","aspmar1"
"1246931","411665","VRC d.o.o.","2026-04","2600","0","2600",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","10000","2600","7.0000000000","aspmar1"
"1259544-200020_NC","321000","","2025-12","0","500","-500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 500 but MRP is unaware. Risk of surprise shortage.","","","",""
"1307649-N_N","306180","HIGA s.r.o","2025-12","0","3600","-3600","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 3600 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","adordem"
"133119-20_D","300179","Amann und Soehne GmbH und Co","2026-04","0","12","-12","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 12 but MRP is unaware. Risk of surprise shortage.","45301","24000","7.0000000000","adikics"
"133119-20_N","393400","Coats Turkiye Iplik Sanayii ","2025-12","0","70000","-70000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 70000 but MRP is unaware. Risk of surprise shortage.","100000","1","0.0000000000","adordem"
"133119-20_TS","300179","Amann und Soehne GmbH und Co","2025-12","0","80000","-80000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 80000 but MRP is unaware. Risk of surprise shortage.","20000","1","0.0000000000","abozicsu"
"133119-20_TS","300179","Amann und Soehne GmbH und Co","2026-04","5169","80000","-74831","0.065","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 80000 but MRP only plans 5169.","20000","1","0.0000000000","abozicsu"
"133119-20_TS","300179","Amann und Soehne GmbH und Co","2026-05","13295","0","13295",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","20000","1","0.0000000000","abozicsu"
"133119-20_TS","300179","Amann und Soehne GmbH und Co","2026-06","8515","0","8515",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","20000","1","0.0000000000","abozicsu"
"133119-20_TS","300179","Amann und Soehne GmbH und Co","2026-09","0","80000","-80000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 80000 but MRP is unaware. Risk of surprise shortage.","20000","1","0.0000000000","abozicsu"
"133119-2C_D","300179","Amann und Soehne GmbH und Co","2026-04","0","26","-26","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 26 but MRP is unaware. Risk of surprise shortage.","69908","24000","7.0000000000","adikics"
"133119-2G_P","300179","Amann und Soehne GmbH und Co","2026-05","24000","0","24000",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","92106","24000","7.0000000000","adikics"
"133119-2G_P","300179","Amann und Soehne GmbH und Co","2026-06","0","24000","-24000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 24000 but MRP is unaware. Risk of surprise shortage.","92106","24000","7.0000000000","adikics"
"133119-2G_P","300179","Amann und Soehne GmbH und Co","2026-07","0","24000","-24000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 24000 but MRP is unaware. Risk of surprise shortage.","92106","24000","7.0000000000","adikics"
"133119-2G_P","300179","Amann und Soehne GmbH und Co","2026-08","0","24000","-24000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 24000 but MRP is unaware. Risk of surprise shortage.","92106","24000","7.0000000000","adikics"
"133119-39_TR","300179","Amann und Soehne GmbH und Co","2026-07","0","10000","-10000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 10000 but MRP is unaware. Risk of surprise shortage.","10000","10000","7.0000000000","abozicsu"
"133119-39_TR","300179","Amann und Soehne GmbH und Co","2026-08","0","30000","-30000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 30000 but MRP is unaware. Risk of surprise shortage.","10000","10000","7.0000000000","abozicsu"
"133119-39_TR","300179","Amann und Soehne GmbH und Co","2026-09","0","20000","-20000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 20000 but MRP is unaware. Risk of surprise shortage.","10000","10000","7.0000000000","abozicsu"
"133119-39_TR","300179","Amann und Soehne GmbH und Co","2026-10","0","10000","-10000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 10000 but MRP is unaware. Risk of surprise shortage.","10000","10000","7.0000000000","abozicsu"
